category,augmentation,image,mean_iou,mean_boundary_iou,orig_mask_count,aug_mask_count,mask_count_diff
Train,Compression,Train_0034,0.3854823619089097,0.17764053154046971,56,49,-7
Train,Compression,Train_0035,0.5226116774006281,0.29308107652166604,72,65,-7
Train,Compression,Train_0036,0.25799347968467373,0.14808933062251134,55,51,-4
Train,Compression,Train_0037,0.27781619483975784,0.15211848564714103,106,63,-43
Train,Compression,Train_0038,0.422413121926879,0.26723344263532534,39,36,-3
Train,Compression,Train_0039,0.27220010030883657,0.1316242258966215,84,38,-46
Train,All,Train_0000,0.05339270337359832,0.007318122280373617,149,63,-86
Train,All,Train_0001,0.05902127385332337,0.014239086389633997,34,35,1
Train,All,Train_0002,0.053173122088021614,0.00774392581919163,45,34,-11
Train,All,Train_0003,0.02715721294425409,0.0021960719317145935,22,23,1
Train,All,Train_0004,0.17965464399127343,0.03492867809249746,54,48,-6
Train,All,Train_0005,0.0931883363834177,0.0108031163075192,58,29,-29
Train,All,Train_0006,0.06454108185542247,0.01024130572106613,46,18,-28
Train,All,Train_0007,0.07409232791140691,0.017149464080639852,77,25,-52
Train,All,Train_0008,0.08659647899091026,0.02376233773204501,36,41,5
Train,All,Train_0009,0.08255270751792604,0.007851529621684734,51,26,-25
Train,All,Train_0010,0.11522893866519655,0.01989820369414953,34,31,-3
Train,All,Train_0011,0.10326121993911994,0.02217086177260717,67,44,-23
Train,All,Train_0012,0.04867170934432782,0.011001197798556517,81,31,-50
Train,All,Train_0013,0.0637563681387615,0.009076629856599187,42,29,-13
Train,All,Train_0014,0.12672307564380053,0.025739786856568084,114,54,-60
Train,All,Train_0015,0.07131986854120934,0.009685068446729403,40,30,-10
Train,All,Train_0016,0.08966792787088493,0.022692706818143844,77,42,-35
Train,All,Train_0017,0.06387752846326757,0.012197999744230493,108,57,-51
Train,All,Train_0018,0.035572104138093974,0.006283019589490245,40,27,-13
Train,All,Train_0019,0.0763817267766389,0.014395773523556338,43,22,-21
Train,All,Train_0020,0.09060368386456621,0.022138935919895998,69,35,-34
Train,All,Train_0021,0.07194625009965601,0.011791837964980399,39,29,-10
Train,All,Train_0022,0.12840450321031135,0.030229981869431075,44,35,-9
Train,All,Train_0023,0.1638401576730256,0.03896785430187965,48,38,-10
Train,All,Train_0024,0.08216195443093137,0.012954702693078711,63,37,-26
Train,All,Train_0025,0.07582078962545966,0.01581163010910915,55,44,-11
Train,All,Train_0026,0.08369322869113695,0.01807359612449903,89,34,-55
Train,All,Train_0027,0.08462426360776325,0.026219561327959967,53,10,-43
Train,All,Train_0028,0.11611117402346022,0.03183548370243719,62,46,-16
Train,All,Train_0029,0.0718514046914443,0.02209529801496847,47,40,-7
Train,All,Train_0030,0.16523150317024873,0.03301384273760558,77,31,-46
Train,All,Train_0031,0.02608283192642475,0.006424799735557533,91,57,-34
Train,All,Train_0032,0.11927652154827516,0.03440273652313545,65,36,-29
Train,All,Train_0033,0.0666853455901075,0.014331858568437784,54,28,-26
Train,All,Train_0034,0.146168406345863,0.04385337191225842,56,28,-28
Train,All,Train_0035,0.1830794069033935,0.03309458532877333,72,42,-30
Train,All,Train_0036,0.11596360516928435,0.0291261889811627,55,56,1
Train,All,Train_0037,0.0922446596227892,0.02557939494570945,106,43,-63
Train,All,Train_0038,0.26091232668891295,0.047827128847745606,39,42,3
Train,All,Train_0039,0.07882801284979782,0.01992806782373956,84,30,-54
